ID,Glottocode,Parameter_ID,Value,Coder,Source
cane1242-tam-split,cane1242,tam-split,False,DI,"miranda2014kraho[106-109,120-121,71f,76f]"
cane1242-split-s,cane1242,split-s,False,DI,"miranda2014kraho[106-109,120-121,71f,76f]"
cane1242-coargument-sensitivity flagging,cane1242,coargument-sensitivity flagging,no,DI,"miranda2014kraho[106-109,120-121,71f,76f]"
cane1242-coargument-sensitivity indexing,cane1242,coargument-sensitivity indexing,no,DI,"miranda2014kraho[106-109,120-121,71f,76f]"
cata1286-flagging,cata1286,flagging,False,HT,"gatschet1900catawba[532,537-538]"
cata1286-indexing,cata1286,indexing,True,,"gatschet1900catawba[532,537-538]"
cata1286-indexing-features,cata1286,indexing-features,?,,"gatschet1900catawba[532,537-538]"
cata1286-tam-split,cata1286,tam-split,?,HT,"gatschet1900catawba[532,537-538]"
cata1286-split-s,cata1286,split-s,?,HT,"gatschet1900catawba[532,537-538]"
cata1286-coargument-sensitivity flagging,cata1286,coargument-sensitivity flagging,no,HT,"gatschet1900catawba[532,537-538]"
cata1286-coargument-sensitivity indexing,cata1286,coargument-sensitivity indexing,no,HT,"gatschet1900catawba[532,537-538]"
cavi1250-flagging,cavi1250,flagging,True,AWM,"guillaume2008cavinena[16,571,66,78];guillaume2010ergative[101]"
cavi1250-indexing,cavi1250,indexing,True,DI;MV,"guillaume2008cavinena[16,571,66,78];guillaume2010ergative[101]"
cavi1250-indexing-features,cavi1250,indexing-features,person+number,DI;MV,"guillaume2008cavinena[16,571,66,78];guillaume2010ergative[101]"
cavi1250-tam-split,cavi1250,tam-split,False,AWM;DI;MV,"guillaume2008cavinena[16,571,66,78];guillaume2010ergative[99-106]"
cavi1250-split-s,cavi1250,split-s,False,AWM;DI;MV,"guillaume2008cavinena[16,571,66,78];guillaume2010ergative[99-106]"
cavi1250-coargument-sensitivity flagging,cavi1250,coargument-sensitivity flagging,no,AWM;DI;MV,"guillaume2008cavinena[16,571,66,78];guillaume2010ergative[99-106]"
cavi1250-coargument-sensitivity indexing,cavi1250,coargument-sensitivity indexing,no,AWM;DI;MV,"guillaume2008cavinena[16,571,66,78];guillaume2010ergative[99-106]"
cayu1262-flagging,cayu1262,flagging,False,AN,"key1967cayubaba[48,54]"
cayu1262-indexing,cayu1262,indexing,True,AN,"key1967cayubaba[48,54]"
cayu1262-indexing-features,cayu1262,indexing-features,person+number,AN,"key1967cayubaba[48,54]"
cayu1262-tam-split,cayu1262,tam-split,False,AN,"key1967cayubaba[28-29,32,48,54]"
cayu1262-split-s,cayu1262,split-s,False,AN,"key1967cayubaba[28-29,32,48,54]"
cayu1262-coargument-sensitivity flagging,cayu1262,coargument-sensitivity flagging,no,AN,"key1967cayubaba[28-29,32,48,54]"
cayu1262-coargument-sensitivity indexing,cayu1262,coargument-sensitivity indexing,no,AN,"key1967cayubaba[28-29,32,48,54]"
cent2050-flagging,cent2050,flagging,True,AN,cyffer1998kanuri[52]
cent2050-indexing,cent2050,indexing,True,AN,cyffer1998kanuri[52]
cent2050-indexing-features,cent2050,indexing-features,person+number,AN,cyffer1998kanuri[52]
cent2050-tam-split,cent2050,tam-split,False,AN,"cyffer1998kanuri[52];hutchison1981kanuri[134,91-97]"
cent2050-split-s,cent2050,split-s,False,AN,"cyffer1998kanuri[52];hutchison1981kanuri[134,91-97]"
cent2050-coargument-sensitivity flagging,cent2050,coargument-sensitivity flagging,no,AN,"cyffer1998kanuri[52];hutchison1981kanuri[134,91-97]"
cent2050-coargument-sensitivity indexing,cent2050,coargument-sensitivity indexing,no,AN,"cyffer1998kanuri[52];hutchison1981kanuri[134,91-97]"
cent2127-flagging,cent2127,flagging,True,DI,"miyaoka2012yupik[382-383,709,94-95]"
cent2127-indexing,cent2127,indexing,True,DI,"miyaoka2012yupik[382-383,709,94-95]"
cent2127-indexing-features,cent2127,indexing-features,number;person;person+number,DI,"miyaoka2012yupik[382-383,709,94-95]"
cent2127-tam-split,cent2127,tam-split,False,DI,"miyaoka2012yupik[1325,382-383,709,871-873,94-95]"
cent2127-split-s,cent2127,split-s,False,DI,"miyaoka2012yupik[1325,382-383,709,871-873,94-95]"
cent2127-coargument-sensitivity flagging,cent2127,coargument-sensitivity flagging,no,DI,"miyaoka2012yupik[1325,382-383,709,871-873,94-95]"
cent2127-coargument-sensitivity indexing,cent2127,coargument-sensitivity indexing,yes,DI,"miyaoka2012yupik[1325,382-383,709,871-873,94-95]"
chay1248-flagging,chay1248,flagging,True,DI,"rojasberscia2019chayahuita[123-130,65-69,93]"
chay1248-indexing,chay1248,indexing,True,DI,"rojasberscia2019chayahuita[123-130,65-69,93]"
chay1248-indexing-features,chay1248,indexing-features,person+number,DI,"rojasberscia2019chayahuita[123-130,65-69,93]"
chay1248-tam-split,chay1248,tam-split,False,DI,"rojasberscia2019chayahuita[123-130,65-69,77-87,93]"
chay1248-split-s,chay1248,split-s,False,DI,"rojasberscia2019chayahuita[123-130,65-69,77-87,93]"
chay1248-coargument-sensitivity flagging,chay1248,coargument-sensitivity flagging,no,DI,"rojasberscia2019chayahuita[123-130,65-69,77-87,93]"
chay1248-coargument-sensitivity indexing,chay1248,coargument-sensitivity indexing,no,DI,"rojasberscia2019chayahuita[123-130,65-69,77-87,93]"
cher1273-flagging,cher1273,flagging,False,AN,"montgomeryanderson2008cherokee[403,477]"
cher1273-indexing,cher1273,indexing,True,AN,"montgomeryanderson2008cherokee[403,477]"
cher1273-indexing-features,cher1273,indexing-features,number;other;person;person+number,AN,"montgomeryanderson2008cherokee[403,477]"
cher1273-tam-split,cher1273,tam-split,False,AN,"king1975grammar[46-47];montgomeryanderson2008cherokee[168-203,403,477]"
cher1273-split-s,cher1273,split-s,False,AN,"king1975grammar[46-47];montgomeryanderson2008cherokee[168-203,403,477]"
cher1273-coargument-sensitivity flagging,cher1273,coargument-sensitivity flagging,no,AN,"king1975grammar[46-47];montgomeryanderson2008cherokee[168-203,403,477]"
cher1273-coargument-sensitivity indexing,cher1273,coargument-sensitivity indexing,yes,AN,"king1975grammar[46-47];montgomeryanderson2008cherokee[168-203,403,477]"
chim1301-flagging,chim1301,flagging,False,AWM,jany2009chimariko;mithun2012core
chim1301-indexing,chim1301,indexing,True,AWM,jany2009chimariko;mithun2012core
chim1301-indexing-features,chim1301,indexing-features,person+number,AWM,jany2009chimariko;mithun2012core
chim1301-tam-split,chim1301,tam-split,False,AWM,jany2009chimariko;mithun2012core
chim1301-split-s,chim1301,split-s,True,AWM,jany2009chimariko;mithun2012core
chim1301-coargument-sensitivity flagging,chim1301,coargument-sensitivity flagging,no,AWM,jany2009chimariko;mithun2012core
chim1301-coargument-sensitivity indexing,chim1301,coargument-sensitivity indexing,yes,AWM,jany2009chimariko;mithun2012core
chim1309-flagging,chim1309,flagging,True,DI,trillos1996chimila[106-110]
chim1309-indexing,chim1309,indexing,True,DI,trillos1996chimila[106-110]
chim1309-indexing-features,chim1309,indexing-features,person+number,DI,trillos1996chimila[106-110]
chim1309-tam-split,chim1309,tam-split,False,DI,"trillos1996chimila[106-110,123-125,143,149-150,173]"
chim1309-split-s,chim1309,split-s,False,DI,"trillos1996chimila[106-110,123-125,143,149-150,173]"
chim1309-coargument-sensitivity flagging,chim1309,coargument-sensitivity flagging,no,DI,"trillos1996chimila[106-110,123-125,143,149-150,173]"
chim1309-coargument-sensitivity indexing,chim1309,coargument-sensitivity indexing,yes,DI,"trillos1996chimila[106-110,123-125,143,149-150,173]"
chin1286-flagging,chin1286,flagging,False,AN,boas1911chinook[573]
chin1286-indexing,chin1286,indexing,True,AN,boas1911chinook[573]
chin1286-indexing-features,chin1286,indexing-features,person+number,AN,boas1911chinook[573]
chin1286-tam-split,chin1286,tam-split,False,AN,"boas1911chinook[573];reed1900verb[214,boas1911chinook]"
chin1286-split-s,chin1286,split-s,False,AN,"boas1911chinook[573];reed1900verb[214,boas1911chinook]"
chin1286-coargument-sensitivity flagging,chin1286,coargument-sensitivity flagging,no,AN,"boas1911chinook[573];reed1900verb[214,boas1911chinook]"
chin1286-coargument-sensitivity indexing,chin1286,coargument-sensitivity indexing,no,AN,"boas1911chinook[573];reed1900verb[214,boas1911chinook]"
chip1262-flagging,chip1262,flagging,False,DI,"cerron2006chipaya[122-125,202-204,237-239,256-257]"
chip1262-indexing,chip1262,indexing,True,DI,"cerron2006chipaya[122-125,202-204,237-239,256-257]"
chip1262-indexing-features,chip1262,indexing-features,person+number,DI,"cerron2006chipaya[122-125,202-204,237-239,256-257]"
chip1262-tam-split,chip1262,tam-split,False,DI,"cerron2006chipaya[122-125,143-152,202-204,237-239,256-257]"
chip1262-split-s,chip1262,split-s,False,DI,"cerron2006chipaya[122-125,143-152,202-204,237-239,256-257]"
chip1262-coargument-sensitivity flagging,chip1262,coargument-sensitivity flagging,no,DI,"cerron2006chipaya[122-125,143-152,202-204,237-239,256-257]"
chip1262-coargument-sensitivity indexing,chip1262,coargument-sensitivity indexing,no,DI,"cerron2006chipaya[122-125,143-152,202-204,237-239,256-257]"
chiq1248-flagging,chiq1248,flagging,True,DI,"tormo2014chiquitano[270-276,278-280]"
chiq1248-indexing,chiq1248,indexing,True,DI,"tormo2014chiquitano[270-276,278-280]"
chiq1248-indexing-features,chiq1248,indexing-features,person+number,DI,"tormo2014chiquitano[270-276,278-280]"
chiq1248-tam-split,chiq1248,tam-split,False,DI,"galeotetormo1993chiquitano[144-158];tormo2014chiquitano[270-276,278-280,282-294]"
chiq1248-split-s,chiq1248,split-s,False,DI,"galeotetormo1993chiquitano[144-158];tormo2014chiquitano[270-276,278-280,282-294]"
chiq1248-coargument-sensitivity flagging,chiq1248,coargument-sensitivity flagging,no,DI,"galeotetormo1993chiquitano[144-158];tormo2014chiquitano[270-276,278-280,282-294]"
chiq1248-coargument-sensitivity indexing,chiq1248,coargument-sensitivity indexing,no,DI,"galeotetormo1993chiquitano[144-158];tormo2014chiquitano[270-276,278-280,282-294]"
choc1276-flagging,choc1276,flagging,True,AWM,broadwell2006choctaw[68-75]
choc1276-indexing,choc1276,indexing,True,AWM;DI;MV,broadwell2006choctaw[68-75]
choc1276-indexing-features,choc1276,indexing-features,person+number,AWM;DI;MV,broadwell2006choctaw[68-75]
choc1276-tam-split,choc1276,tam-split,False,AWM;DI;MV,"broadwell2006choctaw[137-143,68-75]"
choc1276-split-s,choc1276,split-s,True,AWM;DI;MV,"broadwell2006choctaw[137-143,68-75]"
choc1276-coargument-sensitivity flagging,choc1276,coargument-sensitivity flagging,no,AWM;DI;MV,"broadwell2006choctaw[137-143,68-75]"
choc1276-coargument-sensitivity indexing,choc1276,coargument-sensitivity indexing,no,AWM;DI;MV,"broadwell2006choctaw[137-143,68-75]"
chol1282-flagging,chol1282,flagging,False,HT,"alvarez2011chol[153,85]"
chol1282-indexing,chol1282,indexing,True,AWM;DI;MV,"alvarez2011chol[153,85]"
chol1282-indexing-features,chol1282,indexing-features,person+number,AWM;DI;MV,"alvarez2011chol[153,85]"
chol1282-tam-split,chol1282,tam-split,True,AWM;DI;HT;MV,"alvarez2011chol[153,264-266,76-83,85]"
chol1282-split-s,chol1282,split-s,False,AWM;DI;HT;MV,"alvarez2011chol[153,264-266,76-83,85]"
chol1282-coargument-sensitivity flagging,chol1282,coargument-sensitivity flagging,no,AWM;DI;HT;MV,"alvarez2011chol[153,264-266,76-83,85]"
chol1282-coargument-sensitivity indexing,chol1282,coargument-sensitivity indexing,no,AWM;DI;HT;MV,"alvarez2011chol[153,264-266,76-83,85]"
chol1284-flagging,chol1284,flagging,False,AN,"bakkerus2005cholon[134,146]"
chol1284-indexing,chol1284,indexing,True,AN,"bakkerus2005cholon[134,146]"
chol1284-indexing-features,chol1284,indexing-features,number;person+number,AN,"bakkerus2005cholon[134,146]"
chol1284-tam-split,chol1284,tam-split,False,AN,"bakkerus2005cholon[134,146,204-211]"
chol1284-split-s,chol1284,split-s,False,AN,"bakkerus2005cholon[134,146,204-211]"
chol1284-coargument-sensitivity flagging,chol1284,coargument-sensitivity flagging,no,AN,"bakkerus2005cholon[134,146,204-211]"
chol1284-coargument-sensitivity indexing,chol1284,coargument-sensitivity indexing,yes,AN,"bakkerus2005cholon[134,146,204-211]"
chuk1273-flagging,chuk1273,flagging,True,AWM,dunn1999chukchi[97-99]
chuk1273-indexing,chuk1273,indexing,True,AWM;DI;MV,dunn1999chukchi[97-99]
chuk1273-indexing-features,chuk1273,indexing-features,person;person+number,AWM;DI;MV,dunn1999chukchi[97-99]
chuk1273-tam-split,chuk1273,tam-split,True,AWM;DI;MV,"dunn1999chukchi[177-255,97-99]"
chuk1273-split-s,chuk1273,split-s,False,AWM;DI;MV,"dunn1999chukchi[177-255,97-99]"
chuk1273-coargument-sensitivity flagging,chuk1273,coargument-sensitivity flagging,no,AWM;DI;MV,"dunn1999chukchi[177-255,97-99]"
chuk1273-coargument-sensitivity indexing,chuk1273,coargument-sensitivity indexing,yes,AWM;DI;MV,"dunn1999chukchi[177-255,97-99]"
coah1252-flagging,coah1252,flagging,True,DI,troike1996coahuilteco[59-62]
coah1252-indexing,coah1252,indexing,True,,troike1996coahuilteco[59-62]
coah1252-indexing-features,coah1252,indexing-features,?,,troike1996coahuilteco[59-62]
coah1252-tam-split,coah1252,tam-split,?,DI,troike1996coahuilteco[59-62]
coah1252-split-s,coah1252,split-s,?,DI,troike1996coahuilteco[59-62]
coah1252-coargument-sensitivity flagging,coah1252,coargument-sensitivity flagging,no,DI,troike1996coahuilteco[59-62]
coah1252-coargument-sensitivity indexing,coah1252,coargument-sensitivity indexing,no,DI,troike1996coahuilteco[59-62]
coca1259-flagging,coca1259,flagging,True,AWM,"vallejos2016kukama[158-162,262-267]"
coca1259-indexing,coca1259,indexing,False,AWM;DI;MV,"vallejos2016kukama[158-162,262-267]"
coca1259-indexing-features,coca1259,indexing-features,NA,AWM;DI;MV,"vallejos2016kukama[158-162,262-267]"
coca1259-tam-split,coca1259,tam-split,False,AWM;DI;MV,"vallejos2010grammar[201-212];vallejos2016kukama[158-162,262-267]"
coca1259-split-s,coca1259,split-s,True,AWM;DI;MV,"vallejos2010grammar[201-212];vallejos2016kukama[158-162,262-267]"
coca1259-coargument-sensitivity flagging,coca1259,coargument-sensitivity flagging,no,AWM;DI;MV,"vallejos2010grammar[201-212];vallejos2016kukama[158-162,262-267]"
coca1259-coargument-sensitivity indexing,coca1259,coargument-sensitivity indexing,no,AWM;DI;MV,"vallejos2010grammar[201-212];vallejos2016kukama[158-162,262-267]"
cofa1242-flagging,cofa1242,flagging,True,AWM,hengeveld2018aingae[330-331]
cofa1242-indexing,cofa1242,indexing,True,AWM,hengeveld2018aingae[330-331]
cofa1242-indexing-features,cofa1242,indexing-features,number,AWM,hengeveld2018aingae[330-331]
cofa1242-tam-split,cofa1242,tam-split,False,AWM,hengeveld2018aingae[330-331]
cofa1242-split-s,cofa1242,split-s,False,AWM,hengeveld2018aingae[330-331]
cofa1242-coargument-sensitivity flagging,cofa1242,coargument-sensitivity flagging,no,AWM,hengeveld2018aingae[330-331]
cofa1242-coargument-sensitivity indexing,cofa1242,coargument-sensitivity indexing,no,AWM,hengeveld2018aingae[330-331]
coma1245-flagging,coma1245,flagging,True,DI;HT,"robinson1990comanche[283-287,301-302]"
coma1245-indexing,coma1245,indexing,False,AWM;DI;HT;MV,"robinson1990comanche[283-287,301-302]"
coma1245-indexing-features,coma1245,indexing-features,NA,AWM;DI;HT;MV,"robinson1990comanche[283-287,301-302]"
coma1245-tam-split,coma1245,tam-split,False,AWM;DI;HT;MV,"robinson1990comanche[149-150,283-287,301-302,308-311]"
coma1245-split-s,coma1245,split-s,False,AWM;DI;HT;MV,"robinson1990comanche[149-150,283-287,301-302,308-311]"
coma1245-coargument-sensitivity flagging,coma1245,coargument-sensitivity flagging,no,AWM;DI;HT;MV,"robinson1990comanche[149-150,283-287,301-302,308-311]"
coma1245-coargument-sensitivity indexing,coma1245,coargument-sensitivity indexing,no,AWM;DI;HT;MV,"robinson1990comanche[149-150,283-287,301-302,308-311]"
coos1249-flagging,coos1249,flagging,True,HT,"whereat1996hanis[12,6]"
coos1249-indexing,coos1249,indexing,True,AWM;DI;MV,"whereat1996hanis[12,6]"
coos1249-indexing-features,coos1249,indexing-features,person+number,AWM;DI;MV,"whereat1996hanis[12,6]"
coos1249-tam-split,coos1249,tam-split,False,AWM;DI;HT;MV,whereat1996hanis[6-48]
coos1249-split-s,coos1249,split-s,False,AWM;DI;HT;MV,whereat1996hanis[6-48]
coos1249-coargument-sensitivity flagging,coos1249,coargument-sensitivity flagging,no,AWM;DI;HT;MV,whereat1996hanis[6-48]
coos1249-coargument-sensitivity indexing,coos1249,coargument-sensitivity indexing,yes,AWM;DI;HT;MV,whereat1996hanis[6-48]
cree1270-flagging,cree1270,flagging,True,HT,"martin2011creek[142,337-343]"
cree1270-indexing,cree1270,indexing,True,AWM;DI;MV,"martin2011creek[142,337-343]"
cree1270-indexing-features,cree1270,indexing-features,person,AWM;DI;MV,"martin2011creek[142,337-343]"
cree1270-tam-split,cree1270,tam-split,False,AWM;DI;HT;MV,"martin2011creek[142,168-174,337-343]"
cree1270-split-s,cree1270,split-s,True,AWM;DI;HT;MV,"martin2011creek[142,168-174,337-343]"
cree1270-coargument-sensitivity flagging,cree1270,coargument-sensitivity flagging,no,AWM;DI;HT;MV,"martin2011creek[142,168-174,337-343]"
cree1270-coargument-sensitivity indexing,cree1270,coargument-sensitivity indexing,no,AWM;DI;HT;MV,"martin2011creek[142,168-174,337-343]"
cube1242-flagging,cube1242,flagging,True,AWM;HT,"chacon2012cubeo[311-314];morse1999cubeo[110-111,83]"
cube1242-indexing,cube1242,indexing,True,HT,"chacon2012cubeo[311-314];morse1999cubeo[110-111,83]"
cube1242-indexing-features,cube1242,indexing-features,person+number,HT,"chacon2012cubeo[311-314];morse1999cubeo[110-111,83]"
cube1242-tam-split,cube1242,tam-split,False,AWM;HT,"chacon2012cubeo[263,270-271,276,305,311-314];morse1999cubeo[110-111,83]"
cube1242-split-s,cube1242,split-s,False,AWM;HT,"chacon2012cubeo[263,270-271,276,305,311-314];morse1999cubeo[110-111,83]"
cube1242-coargument-sensitivity flagging,cube1242,coargument-sensitivity flagging,no,AWM;HT,"chacon2012cubeo[263,270-271,276,305,311-314];morse1999cubeo[110-111,83]"
cube1242-coargument-sensitivity indexing,cube1242,coargument-sensitivity indexing,no,AWM;HT,"chacon2012cubeo[263,270-271,276,305,311-314];morse1999cubeo[110-111,83]"
cuit1236-flagging,cuit1236,flagging,False,DI,"escalante1962cuitlateco[26,29,31-33]"
cuit1236-indexing,cuit1236,indexing,True,AWM;DI;MV,"escalante1962cuitlateco[26,29,31-33]"
cuit1236-indexing-features,cuit1236,indexing-features,person+number,AWM;DI;MV,"escalante1962cuitlateco[26,29,31-33]"
cuit1236-tam-split,cuit1236,tam-split,False,AWM;DI;MV,"escalante1962cuitlateco[19,24,26,29,31-33]"
cuit1236-split-s,cuit1236,split-s,False,AWM;DI;MV,"escalante1962cuitlateco[19,24,26,29,31-33]"
cuit1236-coargument-sensitivity flagging,cuit1236,coargument-sensitivity flagging,no,AWM;DI;MV,"escalante1962cuitlateco[19,24,26,29,31-33]"
cuit1236-coargument-sensitivity indexing,cuit1236,coargument-sensitivity indexing,no,AWM;DI;MV,"escalante1962cuitlateco[19,24,26,29,31-33]"
daga1275-flagging,daga1275,flagging,False,HT,"murane1974daga[135-136,34]"
daga1275-indexing,daga1275,indexing,True,AWM;DI;MV,"murane1974daga[135-136,34]"
daga1275-indexing-features,daga1275,indexing-features,person+number,AWM;DI;MV,"murane1974daga[135-136,34]"
daga1275-tam-split,daga1275,tam-split,False,AWM;DI;HT;MV,"murane1974daga[135-136,34,41,44,52-53]"
daga1275-split-s,daga1275,split-s,False,AWM;DI;HT;MV,"murane1974daga[135-136,34,41,44,52-53]"
daga1275-coargument-sensitivity flagging,daga1275,coargument-sensitivity flagging,no,AWM;DI;HT;MV,"murane1974daga[135-136,34,41,44,52-53]"
daga1275-coargument-sensitivity indexing,daga1275,coargument-sensitivity indexing,no,AWM;DI;HT;MV,"murane1974daga[135-136,34,41,44,52-53]"
djam1255-flagging,djam1255,flagging,True,DI;MV,"schultzeberndt2000simple[171-173,53-55]"
djam1255-indexing,djam1255,indexing,True,AWM;DI;MV,"schultzeberndt2000simple[171-173,53-55]"
