ID,Glottocode,Selector_ID,Slot,Portmanteau,Role,Reference,Co-argument_role,Co-argument_reference,TAM,DIR/INV,Exemplar,Predicate_class,Miscellaneous_condition,Source,Comment,Coder
ariz1237-9,ariz1237,ariz1237-no-flagging,,simple,A,2Pro,P,Noun-high,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-10,ariz1237,ariz1237-no-flagging,,simple,A,2Pro,P,Noun-low,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-11,ariz1237,ariz1237-no-flagging,,simple,A,3Pro-high,P,3Pro-low,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-12,ariz1237,ariz1237-no-flagging,,simple,A,3Pro-high,P,Noun-low,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-13,ariz1237,ariz1237-no-flagging,,simple,A,Noun-high,P,3Pro-low,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-14,ariz1237,ariz1237-no-flagging,,simple,A,Noun-high,P,Noun-low,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-15,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,2Pro,P,1Pro,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-16,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,3Pro-high,P,1Pro,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-17,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,3Pro-low,P,1Pro,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-18,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,Noun-high,P,1Pro,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-19,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,Noun-low,P,1Pro,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-20,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,1Pro,P,2Pro,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-21,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,3Pro-high,P,2Pro,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-22,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,3Pro-low,P,2Pro,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-23,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,Noun-high,P,2Pro,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-24,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,Noun-low,P,2Pro,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-25,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,Noun-low,P,3Pro-high,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
ariz1237-26,ariz1237,ariz1237-di-instrumentive-flagging,,simple,A,Noun-low,P,Noun-high,any,none,any,default,,"kroskrity1977arizonatewa[107,117,170,179,86]",,DI
awac1239-1,awac1239,awac1239-no-flagging,,NA,S,Noun-high,NA,NA,any,NA,any,default,,"curnow1997awacuaiquer[64-65,85-86]",,HT;AWM
awac1239-2,awac1239,awac1239-no-flagging,,simple,A,Noun-high,P,any,any,none,any,default,,"curnow1997awacuaiquer[64-65,85-86]",,HT;AWM
awac1239-3,awac1239,awac1239-no-flagging,,NA,S,Noun-low,NA,NA,any,NA,any,default,,"curnow1997awacuaiquer[64-65,85-86]",,HT;AWM
awac1239-4,awac1239,awac1239-no-flagging,,simple,A,Noun-low,P,any,any,none,any,default,,"curnow1997awacuaiquer[64-65,85-86]",,HT;AWM
awac1239-5,awac1239,awac1239-acc-marking-flagging,,simple,P,Noun-high,A,any,any,none,any,default,,"curnow1997awacuaiquer[64-65,85-86]",,HT;AWM
awac1239-6,awac1239,awac1239-no-flagging,,simple,P,Noun-low,A,any,any,none,any,default,,"curnow1997awacuaiquer[64-65,85-86]",,HT;AWM
awac1239-7,awac1239,awac1239-no-flagging,,NA,S,Pro,NA,NA,any,NA,any,default,,"curnow1997awacuaiquer[64-65,85-86]",,HT;AWM
awac1239-8,awac1239,awac1239-no-flagging,,simple,A,Pro,P,any,any,none,any,default,,"curnow1997awacuaiquer[64-65,85-86]",,HT;AWM
awac1239-9,awac1239,awac1239-acc-marking-flagging,,simple,P,Pro,A,any,any,none,any,default,,"curnow1997awacuaiquer[64-65,85-86]",,HT;AWM
awet1244-1,awet1244,awet1244-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"reiter2011aweti[107-109,99]",,NCP
awet1244-2,awet1244,awet1244-no-flagging,,simple,A,any,P,any,any,none,any,default,,"reiter2011aweti[107-109,99]",,NCP
awet1244-3,awet1244,awet1244-no-flagging,,simple,P,any,A,any,any,none,any,default,,"reiter2011aweti[107-109,99]",,NCP
ayor1240-1,ayor1240,ayor1240-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"bertinetto2009ayoreo[17-18,31-32,40]",,HT
ayor1240-2,ayor1240,ayor1240-no-flagging,,simple,A,any,P,any,any,none,any,default,,"bertinetto2009ayoreo[17-18,31-32,40]",,HT
ayor1240-3,ayor1240,ayor1240-no-flagging,,simple,P,any,A,any,any,none,any,default,,"bertinetto2009ayoreo[17-18,31-32,40]",,HT
bamb1269-1,bamb1269,bamb1269-no-flagging,,simple,A,any,P,any,any,none,any,default,,"dumestre2003bambara[127-128,179-180,39]",Only word order tells about the syntactic roles.,MV
bamb1269-2,bamb1269,bamb1269-no-flagging,,simple,P,any,A,any,any,none,any,default,,"dumestre2003bambara[127-128,179-180,39]",Only word order tells about the syntactic roles.,MV
bamb1269-3,bamb1269,bamb1269-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"dumestre2003bambara[127-128,179-180,39]",Only word order tells about the syntactic roles.,MV
bang1363-1,bang1363,bang1363-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"heath2018bangime[350,394,443,452,55]",,HT
bang1363-2,bang1363,bang1363-no-flagging,,simple,A,any,P,any,any,none,any,default,,"heath2018bangime[350,394,443,452,55]",,HT
bang1363-3,bang1363,bang1363-no-flagging,,simple,P,any,A,any,any,none,any,default,,"heath2018bangime[350,394,443,452,55]",,HT
bard1255-1,bard1255,bard1255-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"bowern2012bardi[195-196,202-203,287-288]",,HT
bard1255-2,bard1255,bard1255-erg-marking-flagging,,simple,A,any,P,any,any,none,any,default,,"bowern2012bardi[195-196,202-203,287-288]",,HT
bard1255-3,bard1255,bard1255-no-flagging,,simple,P,any,A,any,any,none,any,default,,"bowern2012bardi[195-196,202-203,287-288]",,HT
bell1243-1,bell1243,bell1243-no-flagging,,simple,A,any,P,any,any,none,any,default,,davis1997bellacoola[23-30],,AWM
bell1243-2,bell1243,bell1243-no-flagging,,simple,P,any,A,any,any,none,any,default,,davis1997bellacoola[23-30],,AWM
bell1243-3,bell1243,bell1243-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,davis1997bellacoola[23-30],,AWM
benc1235-1,benc1235,benc1235-marked-nom-flagging,,simple,A,Noun,P,any,any,none,any,default,,"rapold2006benchnon[342,478-480]",,HT;AWM
benc1235-2,benc1235,benc1235-marked-nom-flagging,,simple,A,Pro,P,any,any,none,any,default,,"rapold2006benchnon[342,478-480]",,HT;AWM
benc1235-3,benc1235,benc1235-no-flagging,,simple,P,Noun,A,any,any,none,any,default,,"rapold2006benchnon[342,478-480]",,HT;AWM
benc1235-4,benc1235,benc1235-no-flagging,,simple,P,Pro,A,any,any,none,any,default,,"rapold2006benchnon[342,478-480]",,HT;AWM
benc1235-5,benc1235,benc1235-marked-nom-flagging,,NA,S,Noun,NA,NA,any,NA,any,default,,"rapold2006benchnon[342,478-480]",,HT;AWM
benc1235-6,benc1235,benc1235-marked-nom-flagging,,NA,S,Pro,NA,NA,any,NA,any,default,,"rapold2006benchnon[342,478-480]",,HT;AWM
bert1248-1,bert1248,bert1248-nom-marking-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"andersen1993berta[98];andersen1995berta[42,44,62-63]",,HT
bert1248-2,bert1248,bert1248-nom-marking-flagging,,simple,A,any,P,any,any,none,any,default,,"andersen1993berta[98];andersen1995berta[42,44,62-63]",,HT
bert1248-3,bert1248,bert1248-no-flagging,,simple,P,any,A,any,any,none,any,default,,"andersen1993berta[98];andersen1995berta[42,44,62-63]",,HT
bilu1245-1,bilu1245,bilu1245-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"obata2003grammar[151,289-291,47-49]",,HT
bilu1245-2,bilu1245,bilu1245-no-flagging,,simple,A,any,P,any,any,none,any,default,,"obata2003grammar[151,289-291,47-49]",,HT
bilu1245-3,bilu1245,bilu1245-no-flagging,,simple,P,any,A,any,any,none,any,default,,"obata2003grammar[151,289-291,47-49]",,HT
bora1263-1,bora1263,bora1263-no-flagging,,simple,A,any,P,any,any,none,any,default,,seifart2005mirana[65],,MV
bora1263-2,bora1263,bora1263-acc-ke-flagging,,simple,P,Pro-animate,A,any,any,none,any,default,,seifart2005mirana[65],"DOM if P is animate, no marking if inanimate (both on nouns and pronouns).",MV
bora1263-3,bora1263,bora1263-acc-ke-flagging,,simple,P,Noun-animate,A,any,any,none,any,default,,seifart2005mirana[65],"DOM if P is animate, no marking if inanimate (both on nouns and pronouns).",MV
bora1263-4,bora1263,bora1263-no-flagging,,simple,P,Pro-inanimate,A,any,any,none,non-exemplar,default,,seifart2005mirana[65],"DOM if P is animate, no marking if inanimate (both on nouns and pronouns).",MV
bora1263-5,bora1263,bora1263-no-flagging,,simple,P,Noun-inanimate,A,any,any,none,non-exemplar,default,,seifart2005mirana[65],"DOM if P is animate, no marking if inanimate (both on nouns and pronouns).",MV
bora1263-6,bora1263,bora1263-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,seifart2005mirana[65],,MV
boro1282-1,boro1282,boro1282-no-flagging,,NA,S,Noun,NA,NA,any,NA,any,any,default,crowell1979bororo[40];nonato2008bororo[48-65],,DI
boro1282-2,boro1282,boro1282-no-flagging,,simple,A,Noun,P,any,any,none,any,default,default,crowell1979bororo[40];nonato2008bororo[48-65],,DI
boro1282-3,boro1282,boro1282-no-flagging,,simple,P,Noun,A,any,any,none,any,default,default,crowell1979bororo[40];nonato2008bororo[48-65],,DI
boro1282-4,boro1282,boro1282-no-flagging,,NA,S,Pro,NA,NA,any,NA,any,unergative,any,crowell1979bororo[40];nonato2008bororo[48-65],,DI
boro1282-5,boro1282,boro1282-no-flagging,,NA,S,Pro,NA,NA,any,NA,non-exemplar,unaccusative,default,crowell1979bororo[40];nonato2008bororo[48-65],,DI
boro1282-6,boro1282,boro1282-absolutive-pronoun-flagging,,NA,S,Pro,NA,NA,any,NA,non-exemplar,unaccusative,unknown conditions,"crowell1979bororo[40];nonato2008bororo[48-65,91-92]","There is a ""postposition"" that optionally marks P in transitives and unaccusative S along with the dependent form of the pronoun. This is different from the independent pronouns.",DI
boro1282-7,boro1282,boro1282-no-flagging,,simple,A,Pro,P,any,any,none,any,default,any,crowell1979bororo[40];nonato2008bororo[48-65],,DI
boro1282-8,boro1282,boro1282-no-flagging,,simple,P,Pro,A,any,any,none,any,default,default,crowell1979bororo[40];nonato2008bororo[48-65],,DI
boro1282-9,boro1282,boro1282-absolutive-pronoun-flagging,,simple,P,Pro,A,any,any,none,any,default,unknown conditions,"crowell1979bororo[40];nonato2008bororo[48-65,91-92]","There is a ""postposition"" that optionally marks P in transitives and unaccusative S along with the dependent form of the pronoun. This is different from the independent pronouns.",DI
brah1256-1,brah1256,brah1256-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"andronov1980brahui[49,98]",,AWM
brah1256-2,brah1256,brah1256-no-flagging,,simple,A,any,P,any,any,none,any,default,,"andronov1980brahui[49,98]",,AWM
brah1256-3,brah1256,brah1256-no-flagging,,simple,P,Noun-indef,A,any,any,none,non-exemplar,default,,"andronov1980brahui[49,98]",,AWM
brah1256-4,brah1256,brah1256-acc-e-flagging,,simple,P,Noun-def,A,any,any,none,any,default,,"andronov1980brahui[49,98]",,AWM
brah1256-5,brah1256,brah1256-acc-e-flagging,,simple,P,Pro,A,any,any,none,any,default,,"andronov1980brahui[49,98]","3sg pronoun in ""emotive speech"" can be zero marked, not coded here.",AWM
buki1249-1,buki1249,buki1249-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"conrad1991outline[13,16,20-21,29,86]",,HT;AWM
buki1249-2,buki1249,buki1249-no-flagging,,simple,A,any,P,any,any,none,any,default,,"conrad1991outline[13,16,20-21,29,86]",,HT;AWM
buki1249-3,buki1249,buki1249-no-flagging,,simple,P,any,A,any,any,none,any,default,,"conrad1991outline[13,16,20-21,29,86]",,HT;AWM
bulo1242-1,bulo1242,bulo1242-no-flagging,,simple,A,any,P,any,any,none,any,default,,"bon2014grammaire[134,4]",Only non core arguments have grammatical markers.,MV
bulo1242-2,bulo1242,bulo1242-no-flagging,,simple,P,any,A,any,any,none,any,default,,"bon2014grammaire[134,4]",Only non core arguments have grammatical markers.,MV
bulo1242-3,bulo1242,bulo1242-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"bon2014grammaire[134,4]",Only non core arguments have grammatical markers.,MV
cacu1241-1,cacu1241,cacu1241-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,bolanos2016kakua[183],,AN
cacu1241-2,cacu1241,cacu1241-no-flagging,,simple,A,any,P,any,any,none,any,default,,bolanos2016kakua[183],,AN
cacu1241-3,cacu1241,cacu1241-acc-marking-flagging,,simple,P,Noun-high,A,any,any,none,any,default,,"bolanos2016kakua[192-193,198,202-204]",,AN
cacu1241-4,cacu1241,cacu1241-no-flagging,,simple,P,Noun-low,A,any,any,none,any,default,,"bolanos2016kakua[192-193,198,202-205]",,AN
cacu1241-5,cacu1241,cacu1241-acc-marking-flagging,,simple,P,Pro,A,any,any,none,any,default,,"bolanos2016kakua[192-193,198,202-206]",,AN
cadd1256-1,cadd1256,cadd1256-no-flagging,,NA,S,Noun,NA,NA,any,NA,any,default,,"melnar1998verbal[132,56,71]",No pronouns are used for S/A/P,HT;AWM
cadd1256-2,cadd1256,cadd1256-no-flagging,,simple,A,Noun,P,any,any,none,any,default,,"melnar1998verbal[132,56,71]",No pronouns are used for S/A/P,HT;AWM
cadd1256-3,cadd1256,cadd1256-no-flagging,,simple,P,Noun,A,any,any,none,any,default,,"melnar1998verbal[132,56,71]",No pronouns are used for S/A/P,HT;AWM
cahu1264-1,cahu1264,cahu1264-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,any,"seiler1977cahuilla[105-107,117-118,207,79-80]",,HT
cahu1264-2,cahu1264,cahu1264-no-flagging,,simple,A,any,P,any,any,none,any,default,any,"seiler1977cahuilla[105-107,117-118,207,79-80]",,HT
cahu1264-3,cahu1264,cahu1264-acc-marking-flagging,,simple,P,any,A,any,any,none,any,default,default,"seiler1977cahuilla[105-107,117-118,207,79-80]",,HT
cahu1264-4,cahu1264,cahu1264-no-flagging,,simple,P,Noun,A,any,any,none,any,default,OV order,"seiler1977cahuilla[105-107,117-118,207,79-80]",,HT
cahu1264-5,cahu1264,cahu1264-acc-marking-flagging,,simple,P,Pro,A,any,any,none,any,default,OV order,"seiler1977cahuilla[105-107,117-118,207,79-80]",,HT
cams1241-1,cams1241,cams1241-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"obrien2018kamsa[139,72]",,DI
cams1241-2,cams1241,cams1241-no-flagging,,simple,A,any,P,any,any,none,any,default,,"obrien2018kamsa[139,72]",,DI
cams1241-3,cams1241,cams1241-no-flagging,,simple,P,any,A,any,any,none,any,default,,"obrien2018kamsa[139,72]",,DI
cane1242-1,cane1242,cane1242-series-i-pronouns-flagging,,NA,S,Pro,NA,NA,any,NA,any,default,,miranda2014kraho[106-107],,DI
cane1242-2,cane1242,cane1242-series-i-pronouns-flagging,,simple,A,Pro,P,any,any,none,any,default,,miranda2014kraho[106-108],,DI
cane1242-3,cane1242,cane1242-series-ii-pronouns-flagging,,simple,P,Pro,A,any,any,none,any,default,,miranda2014kraho[106-109],,DI
cane1242-4,cane1242,cane1242-no-flagging,,simple,A,Noun,P,any,any,none,any,default,,"miranda2014kraho[71f,76f]",,DI
cane1242-5,cane1242,cane1242-relational-prefix-flagging,,NA,S,Noun,NA,NA,any,NA,any,default,,"miranda2014kraho[71f,76f]","The relational prefix can sometimes be null, as it depends on inflectional class and morphology.",DI
cane1242-6,cane1242,cane1242-relational-prefix-flagging,,simple,P,Noun,A,any,any,none,any,default,,"miranda2014kraho[71f,76f]","The relational prefix can sometimes be null, as it depends on inflectional class and morphology.",DI
cata1286-1,cata1286,cata1286-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"gatschet1900catawba[532,537-538]",,HT
cata1286-2,cata1286,cata1286-no-flagging,,simple,A,any,P,any,any,none,any,default,,"gatschet1900catawba[532,537-538]",,HT
cata1286-3,cata1286,cata1286-no-flagging,,simple,P,any,A,any,any,none,any,default,,"gatschet1900catawba[532,537-538]",,HT
cavi1250-1,cavi1250,cavi1250-erg-case-flagging,,simple,A,any,P,any,any,none,any,default,,"guillaume2008cavinena[16,571,66,78];guillaume2010ergative[101]",,AWM
cavi1250-2,cavi1250,cavi1250-no-flagging,,simple,P,any,A,any,any,none,any,default,,"guillaume2008cavinena[16,571,66,78]","Singular pronouns have an additional -ke in the absolutive, but this could be analyzed for all persons except 3sg proximate as a phonological requirement for bisyllabicity.",AWM
cavi1250-3,cavi1250,cavi1250-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"guillaume2008cavinena[16,571,66,78]","Singular pronouns have an additional -ke in the absolutive, but this could be analyzed for all persons except 3sg proximate as a phonological requirement for bisyllabicity.",AWM
cayu1262-1,cayu1262,cayu1262-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,,"key1967cayubaba[48,54]",,AN
cayu1262-2,cayu1262,cayu1262-no-flagging,,simple,A,any,P,any,any,none,any,default,,"key1967cayubaba[48,54]",,AN
cayu1262-3,cayu1262,cayu1262-no-flagging,,simple,P,any,A,any,any,none,any,default,,"key1967cayubaba[48,54]",,AN
cent2050-1,cent2050,cent2050-no-flagging,,NA,S,any,NA,NA,any,NA,any,default,any,cyffer1998kanuri[52],,AN
cent2050-2,cent2050,cent2050-no-flagging,,simple,A,any,P,any,any,none,any,default,any,cyffer1998kanuri[52],,AN
cent2050-3,cent2050,cent2050-p-marker-ga-flagging,,simple,P,Noun,A,any,any,none,any,default,unknown conditions + non-standard word order,cyffer1998kanuri[52],,AN
cent2050-4,cent2050,cent2050-no-flagging,,simple,P,Noun,A,any,any,none,any,default,default,cyffer1998kanuri[52],,AN
cent2050-5,cent2050,cent2050-p-marker-ga-flagging,,simple,P,Pro,A,any,any,none,any,default,any,cyffer1998kanuri[52],,AN
cent2127-1,cent2127,cent2127-no-flagging,,NA,S,1Pro,NA,NA,any,NA,any,default,,miyaoka2012yupik[382-383],There is a sg/du/pl distinction but all pronouns of the same number behave the same with respect to alignment.,DI
cent2127-2,cent2127,cent2127-no-flagging,,simple,A,1Pro,P,any,any,none,any,default,,miyaoka2012yupik[382-383],There is a sg/du/pl distinction but all pronouns of the same number behave the same with respect to alignment.,DI
cent2127-3,cent2127,cent2127-no-flagging,,simple,P,1Pro,A,any,any,none,any,default,,miyaoka2012yupik[382-383],There is a sg/du/pl distinction but all pronouns of the same number behave the same with respect to alignment.,DI
cent2127-4,cent2127,cent2127-no-flagging,,NA,S,2Pro,NA,NA,any,NA,any,default,,miyaoka2012yupik[382-383],There is a sg/du/pl distinction but all pronouns of the same number behave the same with respect to alignment.,DI
cent2127-5,cent2127,cent2127-no-flagging,,simple,A,2Pro,P,any,any,none,any,default,,miyaoka2012yupik[382-383],There is a sg/du/pl distinction but all pronouns of the same number behave the same with respect to alignment.,DI
cent2127-6,cent2127,cent2127-no-flagging,,simple,P,2Pro,A,any,any,none,any,default,,miyaoka2012yupik[382-383],There is a sg/du/pl distinction but all pronouns of the same number behave the same with respect to alignment.,DI
cent2127-7,cent2127,cent2127-no-flagging,,NA,S,3Pro,NA,NA,any,NA,any,default,,miyaoka2012yupik[382-383],There is a sg/du/pl distinction but all pronouns of the same number behave the same with respect to alignment.,DI
cent2127-8,cent2127,cent2127-3rd-person-ergative-flagging,,simple,A,3Pro,P,any,any,none,any,default,,miyaoka2012yupik[382-383],There is a sg/du/pl distinction but all pronouns of the same number behave the same with respect to alignment.,DI
cent2127-9,cent2127,cent2127-no-flagging,,simple,P,3Pro,A,any,any,none,any,default,,miyaoka2012yupik[382-383],There is a sg/du/pl distinction but all pronouns of the same number behave the same with respect to alignment.,DI
cent2127-10,cent2127,cent2127-no-flagging,,NA,S,Noun-sg,NA,NA,any,NA,any,default,,"miyaoka2012yupik[709,94-95]",,DI
cent2127-11,cent2127,cent2127-relative-flagging,,simple,A,Noun-sg,P,any,any,none,any,default,,"miyaoka2012yupik[709,94-95]",,DI
cent2127-12,cent2127,cent2127-no-flagging,,simple,P,Noun-sg,A,any,any,none,any,default,,"miyaoka2012yupik[709,94-95]",,DI
cent2127-13,cent2127,cent2127-no-flagging,,NA,S,Noun-du,NA,NA,any,NA,any,default,,"miyaoka2012yupik[709,94-95]",,DI
cent2127-14,cent2127,cent2127-no-flagging,,simple,A,Noun-du,P,any,any,none,any,default,,"miyaoka2012yupik[709,94-95]",,DI
cent2127-15,cent2127,cent2127-no-flagging,,simple,P,Noun-du,A,any,any,none,any,default,,"miyaoka2012yupik[709,94-95]",,DI
cent2127-16,cent2127,cent2127-no-flagging,,NA,S,Noun-pl,NA,NA,any,NA,any,default,,"miyaoka2012yupik[709,94-95]",,DI
